หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
AQUA,บริษัท อีเทอเนิล เอนเนอยี จำกัด (มหาชน),จำหน่าย,หุ้น,5.6157,0.7965,4.8192,27/12/2567,5.6157,0.7965,4.8192,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676e6ed45a746acd54b0e16e,246033992412-1
SCM,นาย นพกฤษฏิ์ นิธิเลิศวิจิตร,จำหน่าย,หุ้น,23.2042,8.8357,14.3685,27/12/2567,23.2042,8.8357,14.3685,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67726f61e86f8480adca94c6,246034002412-1
SCM,นาย สิทธวีร์ เกียรติชวนันต์,จำหน่าย,หุ้น,28.7815,22.9249,5.8565,27/12/2567,28.7815,22.9249,5.8565,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67727b94e86f8480adca94c8,246034022412-1
SCM,นาย อธิโรจน์ เลิศฤทธิ์อธิกิจ,จำหน่าย,หุ้น,5.962,5.8564,0.1056,27/12/2567,5.962,5.8564,0.1056,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677b9fadde194627498c3b68,246034092501-1
TR,บริษัท รามา เทรดดิ้ง จำกัด,ได้มา,หุ้น,2.0194,4.8306,6.85,27/12/2567,2.0194,4.8306,6.85,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676e74295a746acd54b0e170,246034032412-1
SCM,นาย สิทธวีร์ เกียรติชวนันต์,จำหน่าย,หุ้น,35.2488,6.4673,28.7815,26/12/2567,35.2488,6.4673,28.7815,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6772775ce86f8480adca94c7,246034012412-1
SAF,ลีนา อริยเดชวณิช,ได้มา,หุ้น,19.9866,0.1443,20.1309,25/12/2567,19.9866,0.1443,20.1309,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676cefe2273a327dc57891e3,246033982412-1
ABM,นาง ณัชปภา ควรสถาพร,จำหน่าย,หุ้น,1.8782,1.8782,0.0,23/12/2567,14.1593,4.4999,9.6593,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676a3450e809992cf7df4114,246033912412-1
ABM,นาย พนม ควรสถาพร,จำหน่าย,หุ้น,12.281,2.6217,9.6593,23/12/2567,14.1593,4.4999,9.6593,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676a363fe809992cf7df4116,246033922412-1
CHO,นาย สุกฤตย์ สุรบถโสภณ,ได้มา,หุ้น,14.184,0.8442,15.0283,23/12/2567,14.184,0.8442,15.0283,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676ac87be809992cf7df411a,246033932412-1
AQUA,นาย ฉาย บุนนาค,ได้มา,หุ้น,4.1061,0.9277,5.0339,20/12/2567,4.1061,0.9277,5.0339,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676b9ce03e387fe652c5fa6d,246033942412-1
AQUA,นาย ปกรณ์ มงคลธาดา,จำหน่าย,หุ้น,15.6897,0.8052,14.8844,20/12/2567,15.6897,0.8052,14.8844,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6768d983bf54c5572f0b6b48,246033882412-1
AQUA,นาย ปกรณ์ มงคลธาดา,จำหน่าย,หุ้น,15.6952,0.8052,14.89,20/12/2567,15.6952,0.8052,14.89,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676cfc29273a327dc57891e6,246033882412-2
BCP,CAPITAL ASIA INVESTMENTS PTE LTD,ได้มา,หุ้น,0.0,5.9394,5.9394,20/12/2567,0.0,5.9394,5.9394,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676924cbbf54c5572f0b6b4c,246033892412-1
DITTO,นาย สถาพร งามเรืองพงศ์,จำหน่าย,หุ้น,5.0478,0.0929,4.9548,20/12/2567,5.0478,0.0929,4.9548,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676506f3292ad31e911932aa,246033852412-1
THAI,กระทรวงการคลัง,ได้มา,หุ้น,27.2258,16.6104,38.9005,20/12/2567,32.1559,16.6104,42.9369,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676a8c48e809992cf7df4119,246033972412-1
DOD,นาย ล้ำพันธุ์ พรรธนประเทศ,จำหน่าย,หุ้น,19.5153,19.5153,0.0,18/12/2567,19.5153,19.5153,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6763b5403314549d269ab142,246033842412-1
DOD,บริษัท หลักทรัพย์จัดการกองทุนเกียรตินาคินภัทร จำกัด,ได้มา,หุ้น,0.0,19.5153,19.5153,18/12/2567,0.0,19.5153,19.5153,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67637f2e3314549d269ab13e,246033822412-1
VL,บริษัท บงกช โฮลดิงส์ จำกัด,ได้มา,หุ้น,12.7069,4.8995,17.6065,18/12/2567,12.7069,4.8995,17.6065,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67638c6a3314549d269ab140,246033872412-1
KLINIQ,"LEDGEBROOK INTERNATIONAL CO., LTD",สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,10.909,-10.909,17/12/2567,32.7272,10.909,32.7272,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6761160a4130286df66e8212,246033762412-1
KLINIQ,TKQH INVESTMENTS INC.,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,10.909,10.909,17/12/2567,12.0,10.909,12.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676119904130286df66e8214,246033772412-1
GLOCON,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),จำหน่าย,หุ้น,16.284,2.3296,13.9543,16/12/2567,16.284,2.3296,13.9543,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6780c1cfe93e339c4679b063,246034192501-1
NRF,บริษัท เอเชี่ยน ฟู้ด คอร์ปอร์เรชั่น จำกัด,ได้มา,หุ้น,13.675,1.4813,15.1564,13/12/2567,13.675,1.4813,15.1564,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67652403292ad31e911932ad,246033862412-1
STPI,IMPACT SOLAR GROUP LIMITED,จำหน่าย,หุ้น,8.926,8.6484,0.2776,13/12/2567,8.926,8.6484,0.2776,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6787855ce25ad030f4164523,246034312501-1
STPI,นางสาว ภราไดย สืบมา,ได้มา,หุ้น,0.0,8.6484,8.6484,13/12/2567,0.0,8.6484,8.6484,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67626a03eb64ad22f1f3370c,246033812412-1
AMA,นาย พิพัฒน์ รัชกิจประการ,จำหน่าย,หุ้น,6.8119,2.8962,3.9156,12/12/2567,35.3884,2.8962,32.4922,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675a57ca96489706e9dd1b02,246033672412-1
AMA,นาย พิพัฒน์ รัชกิจประการ,จำหน่าย,หุ้น,6.8119,2.8962,3.9156,12/12/2567,6.8119,2.8962,3.9156,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0c17647f39376f1afc9885,246041942605-1
STPI,นาย อนุทิน ชาญวีรกูล,จำหน่าย,หุ้น,9.8388,9.8388,0.0,12/12/2567,9.8388,9.8388,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675ffade0314fa481b405c3a,246033742412-1
STPI,บริษัท หลักทรัพย์จัดการกองทุนเกียรตินาคินภัทร จำกัด,ได้มา,หุ้น,0.0,9.8388,9.8388,12/12/2567,0.0,9.8388,9.8388,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675acd1f96489706e9dd1b05,246033692412-1
DPAINT,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,11.079,2.6812,8.3977,09/12/2567,11.079,2.6812,8.3977,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67592304641f01f8d6480cf3,246033602412-1
IVF,นางสาว เกศิณี กุลดิลก,จำหน่าย,หุ้น,7.2,0.8364,6.3636,09/12/2567,46.8206,4.7,42.1206,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676151094130286df66e8218,246033782412-1
IVF,นาย ชนะชัย จุลจิราภรณ์,จำหน่าย,หุ้น,39.6206,3.8636,35.757,09/12/2567,46.8206,4.7,42.1206,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/676153214130286df66e821a,246033802412-1
TEAMG,นาย สมพงษ์ ชลคดีดำรงกุล,จำหน่าย,หุ้น,4.2479,0.0611,4.1868,09/12/2567,5.0482,0.0611,4.9871,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675a6ffe96489706e9dd1b03,246033682412-1
AQUA,บริษัท นิวส์ เน็ตเวิร์ค คอร์ปอเรชั่น จำกัด (มหาชน),จำหน่าย,หุ้น,5.3016,1.9606,3.341,06/12/2567,5.3016,1.9606,3.341,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675f93440314fa481b405c33,246033722412-1
PACO,นาย สมชาย เลิศขจรกิตติ,จำหน่าย,หุ้น,22.9033,3.15,19.7533,06/12/2567,22.9033,3.15,19.7533,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67593fea641f01f8d6480cf8,246033622412-1
RPH,บริษัท ธนบุรี เฮลท์แคร์ กรุ๊ป จำกัด (มหาชน),จำหน่าย,หุ้น,6.8269,2.3681,4.4588,06/12/2567,6.8269,2.3681,4.4588,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67591408641f01f8d6480cf2,246033612412-1
EE,นางสาว อรอร อัครเศรณี,จำหน่าย,หุ้น,22.8615,22.8615,0.0,04/12/2567,22.8615,22.8615,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6750e29df52dabe7b1f1fbcb,246033472412-1
EE,นาย ปกรณ์ มงคลธาดา,จำหน่าย,หุ้น,6.9615,6.9615,0.0,04/12/2567,6.9615,6.9615,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67527900da623e1cd38430f3,246033502412-1
EE,นาย พันธ์ธวัช นาควิสุทธิ์,ได้มา,หุ้น,0.0,57.8057,57.8057,04/12/2567,0.0,57.8057,57.8057,จะทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6752a8c1da623e1cd38430f5,246033512412-1
VGI,โอปุส - ชาร์เตอร์ด อิชชูแอนเซสซ์ จำกัด (มหาชน),ได้มา,หุ้น,0.0,11.1111,11.1111,04/12/2567,0.0,11.1111,11.1111,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6751dc78da623e1cd38430ee,246033492412-1
VGI,CAI OPTIMUM FUND VCC FOR THE PURPOSE OF EDH INVESTMENTS,ได้มา,หุ้น,0.0,14.6464,14.6464,03/12/2567,0.0,14.6464,14.6464,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67500ad74800f79b473daf69,246033432412-1
VGI,ศรีสุข แอลลี่ ลิมิเต็ด,ได้มา,หุ้น,0.0,12.6539,12.6539,03/12/2567,0.0,12.6539,12.6539,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6751ae41f52dabe7b1f1fbce,246033482412-1
VGI,โอปุส - ชาร์เตอร์ด อิชชูแอนเซสซ์ จำกัด (มหาชน),ได้มา,หุ้น,0.0,11.1111,11.1111,03/12/2567,0.0,11.1111,11.1111,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675800f9be7745eac58bfef2,246033492412-2
W,นางสาว ศศิธร สิรการัณย์,ได้มา,หุ้น,4.9846,0.0279,5.0125,03/12/2567,4.9846,0.0279,5.0125,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67610b0a4130286df66e8210,246033752412-1
MK,นางสาว รวิพรรณ จารุทวี,ได้มา,หุ้น,3.1562,17.7642,20.9204,29/11/2567,6.8193,17.7642,24.5836,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674d2c4baf63adf119f40536,246033322412-1
MK,นาย เกรียงศักดิ์ จารุทวี,ได้มา,หุ้น,1.7608,5.6171,7.3779,29/11/2567,1.7608,5.6171,7.3779,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674e86edaf63adf119f40547,246033402412-1
THAI,กระทรวงการคลัง,ได้มา,หุ้น,47.8628,22.7172,27.2258,29/11/2567,49.989,27.447,32.1559,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67502e8b4800f79b473daf70,246033452412-1
THAI,ธนาคารกรุงเทพ จำกัด (มหาชน),ได้มา,หุ้น,0.4293,10.3507,10.3912,29/11/2567,0.4293,10.3507,10.3912,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674ea6d34800f79b473daf5f,246033422412-1
THAI,ธนาคารกรุงไทย จำกัด (มหาชน),ได้มา,หุ้น,0.0,5.728,5.728,29/11/2567,0.0,5.728,5.728,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674feec94800f79b473daf64,246033412412-1
THAI,ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย,ได้มา,หุ้น,0.0,0.7221,0.7221,29/11/2567,49.989,27.447,32.1559,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6752caaeda623e1cd3843108,246033542412-1
THAI,ธนาคารออมสิน,ได้มา,หุ้น,2.1261,1.733,1.9333,29/11/2567,49.989,27.447,32.1559,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67504633e86df9a4de3fb8f9,246033732412-1
THAI,ธนาคารอิสลามแห่งประเทศไทย,ได้มา,หุ้น,0.0,1.7146,1.7146,29/11/2567,49.989,27.447,32.1559,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6752c438da623e1cd3843104,246033532412-1
THAI,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),ได้มา,หุ้น,0.0,0.5599,0.5599,29/11/2567,49.989,27.447,32.1559,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6752c069da623e1cd3843102,246033522412-1
THAI,สหกรณ์ออมทรัพย์การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย จำกัด,ได้มา,หุ้น,0.0,6.6377,6.6377,29/11/2567,0.0,6.6377,6.6377,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/675015964800f79b473daf6e,246033442412-1
B52,นาย จิรวุฒิ คุวานันท์,จำหน่าย,หุ้น,46.8367,2.9216,43.9151,28/11/2567,46.8367,2.9216,43.9151,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674943910304785696be6ab0,246033282411-1
B52,นาย พิศิษฐ์ ภูสนาคม,ได้มา,หุ้น,12.1238,2.9216,15.0455,28/11/2567,12.1238,2.9216,15.0455,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674942320304785696be6aaf,246033292411-1
GABLE,นาย ประภัสสร์ เอื้อวัฒนสกุล,จำหน่าย,หุ้น,5.0287,0.0999,4.9288,28/11/2567,5.0287,0.0999,4.9288,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674e88a5af63adf119f40548,246033392412-1
CPT,บริษัท โค้วยู่ฮะมอเตอร์ จำกัด,จำหน่าย,หุ้น,10.5872,10.5872,0.0,27/11/2567,10.5872,10.5872,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6746f01ec56d4852058e6623,246033242411-1
CPT,บริษัท ซีพีที โฮลดิ้ง จำกัด,ได้มา,หุ้น,7.0751,10.5872,17.6624,27/11/2567,7.0751,10.5872,17.6624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6747daf82729f5aa4c3bbe67,246033232411-1
GIFT,นาย โชติ เชษฐโชติศักดิ์,ได้มา,หุ้น,2.3711,0.0099,2.381,27/11/2567,39.13,1.9147,41.0447,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674e88cdaf63adf119f40549,246033382412-1
GIFT,นาย สุรชัย เชษฐโชติศักดิ์,ได้มา,หุ้น,16.3454,1.9048,18.2503,27/11/2567,39.13,1.9147,41.0447,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674e88d7af63adf119f4054a,246033372412-1
INET,"นาย วัลลภ อัจฉราวรรณ, นาง ภาวนา อัจฉราวรรณ",เริ่มต้น Concert Party,หุ้น,5.1362,0.0,5.1362,27/11/2567,5.1362,0.0,5.1362,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674d7606af63adf119f40540,246033342412-1
TNITY,บริษัท ธนา พาวเวอร์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,3.96,4.661,8.621,27/11/2567,3.96,4.661,8.621,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/674d57ddaf63adf119f4053c,246033312412-1
PHG,นาง ดวงใจ ตระกูลช่าง,จำหน่าย,หุ้น,17.4435,10.1511,7.2924,26/11/2567,17.4435,10.1511,7.2924,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6745b9841c79f1febd35957f,246033212411-1
